,normalflowLeiden NMI0,normalflowLeiden ARI0,normalflowKBET0,normalflowLeiden NMI1,normalflowLeiden ARI1,normalflowKBET1,normalflowLeiden NMI2,normalflowLeiden ARI2,normalflowKBET2,normalflowLeiden NMI3,normalflowLeiden ARI3,normalflowKBET3,normalflowLeiden NMI4,normalflowLeiden ARI4,normalflowKBET4
0,0.7549435352162971,0.5772586971159387,0.25582331932869795,0.7468236857654601,0.5606727309035511,0.2641648568845922,0.7579677568320051,0.5777086883592479,0.25735808532638793,0.7687161637611987,0.6091287106566065,0.26709890898466704,0.7483521189080095,0.568510839433877,0.2743843937548674
1,0.7688989197943271,0.5917967232008189,0.280025955291546,0.7631502559281427,0.6274534470860438,0.3102370406939417,0.7799569401514608,0.6300294572685714,0.2693665566246333,0.7723138969789879,0.6261316758396832,0.2844124929999527,0.7671334700764347,0.6301753679153417,0.27957701913533484
2,0.7733637784092107,0.5979902965551078,0.2905358999960111,0.7682887944111862,0.6444517302379181,0.30887721007072555,0.7730613800919957,0.6038977761944984,0.28288390740250774,0.7776644158192951,0.6295275554999261,0.3039716958977726,0.7693595540552195,0.5992190554645453,0.2897926634612868
3,0.7624300819136031,0.6243138277125102,0.3053293482127404,0.7723493555915263,0.6055205484511482,0.32236976704128295,0.7764490659744506,0.6371065291501212,0.3014985958508352,0.7713822322697567,0.5958665165242729,0.29546063201862766,0.7727887033275337,0.6273676003560796,0.30506625124622716
4,0.7596898410057173,0.6005838967302294,0.3254801313333983,0.7611807059375927,0.6315465931521236,0.3285264266672905,0.7713605669384251,0.6037897367313785,0.3096788700203571,0.7738937000370512,0.6282703232459297,0.32317994573698183,0.7690991099574961,0.5999732882578367,0.3169412062520733
5,0.7628053589068372,0.634498214006548,0.3200967362346668,0.7576611700882125,0.628706721174567,0.3173370845918419,0.7645123915470259,0.594849994664356,0.3134985567215617,0.7719374705818794,0.6438092555230285,0.3193563727291399,0.7607805142734078,0.5905222971990892,0.3211615036251259
6,0.7687297154236363,0.6019776827278982,0.33349399813749026,0.770664364226752,0.6207597210394379,0.357895868273365,0.7656465301692156,0.6184244311672962,0.31234245544813205,0.7669712154690977,0.6209638962849624,0.3297769659842889,0.7664068762810488,0.6192078136618943,0.3320104548040638
7,0.7633232910126095,0.6432467323393947,0.3389636769289358,0.7585589730572407,0.6362104608767847,0.32679039033866,0.7654338600079965,0.6469044357104758,0.31681863812441496,0.764735142653706,0.6019400881465331,0.32396660979902503,0.7676659232478047,0.6189078934444007,0.32480809452942855
8,0.7540105102884688,0.6396669700417192,0.34077185692021067,0.7593232698976321,0.6440270768849851,0.34911002185439677,0.7629013656714844,0.5838114115641042,0.32074735271546867,0.7707057787552664,0.6471512500347254,0.34090092364402114,0.7655722923042461,0.6439699575604243,0.333283544588006
9,0.7658238032430188,0.6052058003776655,0.3411648264361402,0.7646173766252907,0.6387322389129172,0.3283655756946131,0.7573885652559447,0.5825756784816487,0.33707370045439994,0.7669862581378487,0.6464572403082536,0.35476157894233334,0.767062445258385,0.6200927921505527,0.33848084711505005
10,0.7594333184743954,0.5950843919505893,0.3471081293540143,0.745589160508417,0.5740170286943422,0.3384370904910997,0.7577110759396144,0.6445124329931998,0.3500811707926911,0.7660912017643685,0.6139760294098542,0.35730168359788056,0.7595375766785826,0.5887454941177541,0.34978087091358
11,0.758936207042465,0.6018176708446467,0.34858205878033144,0.7560670829757764,0.6310099720755278,0.35505002541646946,0.7634094294820744,0.6473270165612344,0.33239865395084406,0.7662941892841947,0.6224330471781351,0.36640459323037783,0.7621192506405609,0.6179296204269092,0.351455851289046
12,0.7545108229169555,0.6166960601488983,0.3595079776067817,0.7378233779986387,0.5707124012615483,0.3629742501298215,0.7539238560885592,0.6138524666898948,0.3460881562909432,0.7572148860621724,0.608942268182303,0.3562487438752119,0.7623950676423088,0.6111566152092239,0.35748048259671894
13,0.7651498751217751,0.610071858964843,0.3643055968039428,0.7539053700721254,0.6367275815887657,0.37136079372414565,0.7570769917678507,0.6221646029360955,0.35846934141337833,0.7639663245942749,0.5816550270745823,0.3798567575148778,0.7537980819069093,0.5893272768274909,0.3612706553581093
14,0.7536049697047196,0.5836430672833273,0.35888706647923435,0.7570116524036357,0.6368362715283153,0.35823121614440745,0.7635673313032143,0.6172270469226719,0.33978940971783905,0.7540003691182866,0.6004152467749564,0.3655512675151509,0.7584458507993385,0.6388969922657548,0.3668714335924908
15,0.7538374064258345,0.5985814503079095,0.3626241675331945,0.7512645081143527,0.6105191486412069,0.3580974622007332,0.7580315985470916,0.6500533647106324,0.3515355193156877,0.7636601750267501,0.6022878488768143,0.3756976631225116,0.7591096671240496,0.6138344531563263,0.37093650455235094
16,0.744830437386739,0.5789057936136751,0.36898578988653385,0.7462378658783099,0.5743357629296693,0.36425830593408215,0.757143044650967,0.5924989076692897,0.36051742911344925,0.7578241492097694,0.6277447045123962,0.3800059349936842,0.7542794289672711,0.6320688918004248,0.38075288721076295
17,0.7444986484042899,0.5769206339192473,0.3788721593921731,0.7436890809157738,0.6240715577241963,0.3600761750290222,0.7595587858104819,0.6517444370786676,0.3641015835085844,0.7578513693486908,0.6128663324849093,0.3895108148836139,0.7572141176850296,0.608159171347527,0.390547600661742
18,0.7445875463682334,0.6121368117693362,0.3623943674150881,0.7452269630033066,0.5923662889556837,0.37139139432842816,0.7582500778247779,0.6424632380878958,0.3632875135185871,0.7541379353322392,0.5882200049982309,0.3845797174344708,0.7593449451737776,0.6246762779254047,0.38466209562148507
19,0.7383598213660593,0.5730928526645542,0.3597353929697008,0.7334128653517287,0.6123779844652478,0.37674015914180586,0.746038306204183,0.6321257405204201,0.3667670150057603,0.7603480898224343,0.5920824291035759,0.38876868426250505,0.757520915541918,0.6102125269082732,0.3880328458617295
20,0.7314027022871195,0.5992138703834167,0.3702953508366842,0.7156566631287574,0.5426572636675893,0.374615143071876,0.7442915183928099,0.594925143097156,0.36966252360842855,0.7583293879676661,0.5925875920707201,0.38351443809543373,0.7572258606310022,0.5955531081221996,0.3872365378837697
21,0.727040747371908,0.5842898222000673,0.37246329511429754,0.7145937562248825,0.5614106569854764,0.37870399330558957,0.7431964485541445,0.6337120584986928,0.3826937854934001,0.7536930097613184,0.5833468179379895,0.39156391957757264,0.7518216907740668,0.6186353199108127,0.3964083954751431
22,0.7288448404420621,0.536558687035097,0.3824296686371764,0.7025801681969933,0.5598728843414454,0.38090698979078774,0.7400563155474589,0.5680931471869699,0.3778995033189425,0.7521364451363651,0.5994483754277243,0.40002665104594143,0.7531270321236242,0.6245664470389457,0.3918821234908781
23,0.7260000147454055,0.5928649807729314,0.3865022347799621,0.703036817093879,0.5344389844212432,0.38000452637657356,0.7180589209932182,0.540749330088941,0.38022366828404636,0.7471244171169219,0.6079205605273039,0.40023762100969446,0.7553260644093583,0.6057797508841026,0.39764300077632647
24,0.7220431396222047,0.5808298516466253,0.37018001746031615,0.7016793551325314,0.5342896903515474,0.39028017580606944,0.7146404145075202,0.5388444856981034,0.3863328451909008,0.7475559150918399,0.6092106540879955,0.40488674679738645,0.7515461285039647,0.5612787800627139,0.3994719585172393
25,0.715565451057015,0.5441194147102679,0.3818645414236244,0.702301222877151,0.526542025108997,0.3894833126174441,0.7127992131802344,0.5247679279958062,0.37794409879491114,0.7414862195297104,0.5685962951880783,0.40799259542870053,0.7474368394257158,0.6039202902559034,0.3945312542354505
26,0.7087681982566112,0.5724905384394303,0.3884742582384381,0.702643400936325,0.5291900632017307,0.39493244347554046,0.7129310937748852,0.5163931420489019,0.3896244110746192,0.7468871767784627,0.5811914900786764,0.4112648935132904,0.7534727238048236,0.6132814178753206,0.39394723533107756
27,0.7072623331621429,0.5731053606597326,0.3821022287646554,0.7019379004968349,0.5372116129653337,0.389056697285723,0.7096229417126367,0.5295892204453357,0.38414836734928676,0.7458555961132349,0.5713148312895262,0.4151222426314006,0.7474712968076748,0.6282931138005998,0.39810351072265077
28,0.7031257279974379,0.5322940567768949,0.38806417520702513,0.7006817856903976,0.5110145220246309,0.3945767053622869,0.7050562596836233,0.5689817937036357,0.3856933465592531,0.7360987105988194,0.5889455744500514,0.40608321541792547,0.7436779793707692,0.6128062380505096,0.3862311582596361
29,0.700901926296856,0.5744044470207764,0.3888772526456684,0.7033807384237869,0.5386167842431174,0.4045559252636379,0.7041326974964014,0.5613477899112762,0.38578116177925187,0.7343268848309967,0.5611445983039159,0.4297993476453021,0.7437223504950805,0.5875259390144358,0.405823674446578
30,0.7000728508338688,0.5025011804423973,0.3829060935853205,0.6980098255218878,0.5398180962325374,0.403054720632497,0.7094419406003319,0.49229859828225175,0.3900872824632005,0.7293095866505569,0.5802030595165555,0.42077618789246446,0.7417527811121177,0.5621929879030956,0.40115352187326864
31,0.7068538905439415,0.5590001361862521,0.3851135252988339,0.7010157020046072,0.5460779209802838,0.40400159682044895,0.6922073366782052,0.5576522857429581,0.3968456303224113,0.7162862106315458,0.5520025222290388,0.41883858747285607,0.7406352042851657,0.6131788942910178,0.40267698211421027
32,0.7002559039928858,0.5293225662461448,0.3726431141559789,0.6939837607356097,0.4822149216354927,0.4139663725546474,0.7040731178390847,0.4920213472848567,0.4123143969635338,0.7076130369263577,0.5261943864221913,0.40536486414408407,0.7170607438496274,0.5590442590302486,0.38840805356102825
33,0.6975842525652701,0.4902767354452089,0.39095778813218457,0.6957337616105167,0.49074533462849956,0.40494033437319404,0.7034072150491759,0.49518878627051466,0.3924815850932601,0.7090185998392602,0.550878188488368,0.40148228811801745,0.7101576805047974,0.5736623290729266,0.398538770975446
34,0.6951742664575776,0.5319438396038333,0.403401337904944,0.7042050089263404,0.5300291496131181,0.4166888256224779,0.7060006045112383,0.5196558925550294,0.4015687168614164,0.7072248401279597,0.5190584562087643,0.41126343881152067,0.7121399606635044,0.5217981470682342,0.3967404017890511
35,0.6990711982575267,0.5258790744544024,0.3971690085593389,0.6942345001817809,0.5058530398993641,0.41321443252286916,0.7069824405601494,0.48941086300367304,0.3977744225205454,0.7079218669980991,0.5499168872844643,0.41703551800851635,0.6962193530391912,0.5060396322047571,0.40101819176262254
36,0.6976278519522313,0.5564805635709027,0.39602878099067507,0.6975424532227712,0.4896229344470008,0.4199075834933397,0.6975958609052705,0.5016177578777057,0.40542079149441707,0.7074501598221932,0.5111423572007955,0.42118680532239106,0.6996161873173884,0.5025172488194327,0.4020693271217262
37,0.6918269058472166,0.5064463533488822,0.3956824751802323,0.6896958123953492,0.49623802592460375,0.41463030033672954,0.7043489270128898,0.5102671261758911,0.41154609779124757,0.703879380972682,0.5497263788008354,0.4305457835258504,0.7143675187065222,0.5432488058525952,0.4044274880626759
38,0.6973308374848162,0.5620062538092857,0.4046791004636292,0.6942799180264818,0.4918774813837533,0.4314339746824767,0.7012477710084617,0.49677580377000696,0.4089345301314896,0.7040155806768016,0.5429245058516866,0.42032220713119506,0.7072454510998107,0.507900682231254,0.4046296764631136
