,sdnormalLeiden NMI0,sdnormalLeiden ARI0,sdnormalKBET0,sdnormalLeiden NMI1,sdnormalLeiden ARI1,sdnormalKBET1,sdnormalLeiden NMI2,sdnormalLeiden ARI2,sdnormalKBET2,sdnormalLeiden NMI3,sdnormalLeiden ARI3,sdnormalKBET3,sdnormalLeiden NMI4,sdnormalLeiden ARI4,sdnormalKBET4
0,0.746780234577732,0.5728378679609436,0.2553584568769145,0.7528073258511393,0.5896701682191593,0.27425309671404,0.759987074171824,0.5886657917402995,0.25476272426670526,0.7496638600797317,0.583938160249387,0.2573171508484865,0.7423858805379113,0.5371310191334806,0.26553766106607407
1,0.7733485491711387,0.6032437924915719,0.2831564446727364,0.7615062196462655,0.5855164127616346,0.3395148444758906,0.7607308576691425,0.5797537387599675,0.2640064848624682,0.7737342478553653,0.5943983732088993,0.27006870533565625,0.7506458901347328,0.612951887016805,0.2804347884090004
2,0.7663563794544973,0.5976466655258382,0.278149527063031,0.7739320143745122,0.6596944432515423,0.28561612847992623,0.7703112841917221,0.6041105782230155,0.27896626344172476,0.7676516005825293,0.5972861162981838,0.28215882238266904,0.7621798901807509,0.5898033544236606,0.2864628513409262
3,0.7640741315902282,0.6262348191763681,0.29919058977668067,0.7596136990792773,0.5876262309394691,0.2866622030952718,0.7589263313255536,0.6276200039171225,0.2838428544081759,0.7603605587718745,0.5867667832167917,0.29501927309247455,0.7589615215325564,0.5816740561734242,0.2903476085900211
4,0.7513180127493632,0.570722547923179,0.3035915277665937,0.7574299177351018,0.5854439440348432,0.2881578243689853,0.7551356690859344,0.5842372558887327,0.28909808606494375,0.7582524521711497,0.589806655400071,0.30662045006858457,0.7585481663326915,0.589463548811827,0.29196283518153293
5,0.7570536336189353,0.5838742358279294,0.3044923044987096,0.7550385735421379,0.6013198659061691,0.2867018370452665,0.7569261264339756,0.6276449823922504,0.2862232292347739,0.7586621969887377,0.6066808618765802,0.3081469549323206,0.7573947374563464,0.5927593707597765,0.2937312417550762
6,0.7403666318430381,0.5524463881086227,0.31092061811950705,0.7573051456549649,0.5867002473192232,0.2880070510423986,0.753066096911638,0.5849112700069549,0.28264594932312803,0.7566168810295447,0.5693134154560063,0.3118774266276989,0.7523150577754617,0.6032808802844707,0.2976620827735269
7,0.7400650716558741,0.5937961204309384,0.3079748251768049,0.7554334914956002,0.5781046170082799,0.2857270329045551,0.7499911188298628,0.5850196617094741,0.2852002950519354,0.7455773159711632,0.5739930492542001,0.31802857475191254,0.7383435716494456,0.6146690756487619,0.3047698172548874
8,0.7405265449265022,0.610392411158257,0.31613006090294427,0.7611271937329303,0.588541402968539,0.28746439747647756,0.7307930736212047,0.5611321784207255,0.29150190681794924,0.7485038761603946,0.5634115604556778,0.3128614498730875,0.7387486070115317,0.6228366864327455,0.30589679737704456
9,0.7325080316983741,0.6254821198983344,0.3107040116501269,0.7594324515618144,0.5916521373227759,0.28825757731731144,0.7336739548829915,0.5676755542408803,0.2945978903162208,0.7406674851847409,0.580794239921007,0.31585167929562297,0.7290115106593672,0.5893734352134158,0.3056345851836233
10,0.7310670580467956,0.5843643992067794,0.30179874376623167,0.7463377652564247,0.5867158035997833,0.2847114275171614,0.7411478124465244,0.5640156958271914,0.3135706301409264,0.7350671430793808,0.5856830953603872,0.31956875651403865,0.7261683694036899,0.5536800282724936,0.3055189857355196
11,0.7301518467028105,0.5550305770929291,0.30986702514369946,0.7440594689657486,0.570678005016329,0.2869146866186869,0.7383969847495191,0.5877410158141824,0.29914157070040204,0.742726384209475,0.5728852680801041,0.31078195702156053,0.7305828934402822,0.6230242889592775,0.3141047211223627
12,0.7303908920082078,0.5527360513658311,0.304987115794111,0.7534536235872006,0.592612175622737,0.3015509908572813,0.7371336441332496,0.5793901441443212,0.2934877853626362,0.7391684752347558,0.5705766323144364,0.3118809092777967,0.7221979800312259,0.6263300565085158,0.318293391593533
13,0.7229411243811,0.5257544744796931,0.3128284460327043,0.7375474507885269,0.5666626107507433,0.2848757293532645,0.7360507050118137,0.5867955498236562,0.3096815333579963,0.7297461526907913,0.5533638871591718,0.3082425386358218,0.7326956285773449,0.61711424707392,0.3142053254713194
14,0.7259297011772659,0.5704024888174168,0.31473778714134765,0.737004025667081,0.5597194025288704,0.2915007807873743,0.7359779194508529,0.5781437904728758,0.3020276411364437,0.7270564690907484,0.5466010271033783,0.31553488834303234,0.7173320916162271,0.5799470384046428,0.31876528710547336
15,0.7295447184590529,0.5527839515098459,0.30859892115421994,0.7372052955831717,0.5897529914805453,0.28895803588019586,0.7254786360031263,0.5276214725900926,0.311584275520556,0.7295277203099954,0.6193450731024341,0.30833644631302093,0.7143645120567527,0.5385681116830289,0.30840203209582867
16,0.728366861021298,0.5542295725895655,0.3082119878854762,0.7354460988332864,0.5854882319580249,0.28852242875043477,0.7309775031649304,0.6091824600733583,0.3047439145280534,0.733736400263515,0.6170760868542132,0.3147812759804022,0.7144799807900767,0.617376837262369,0.2967420813444366
17,0.7244579189807133,0.5588645707410175,0.29851733386013063,0.7390124078745864,0.5864087469702159,0.28492651867556257,0.7210230742645415,0.5505225630053031,0.3115082602529937,0.738299611661723,0.610769055864066,0.31025196065382893,0.7169360894491899,0.5810143558113747,0.3110342413329406
18,0.7192869451430055,0.5563357840988024,0.316488377210807,0.7411091315513346,0.5990929781013753,0.2903965678144832,0.7380285660714393,0.5983640171507922,0.31021442008862204,0.7283257167115719,0.5848515775329653,0.3134809884169067,0.7236534389968466,0.5808951897466815,0.3024178566494371
19,0.7200939182833543,0.5821473100974506,0.3038976423649893,0.7348016929527624,0.5758826497443232,0.2925959820381342,0.7227149065796865,0.5487570944536703,0.30918175734512504,0.7228928960749508,0.5467272899987664,0.32235448946295864,0.7284604395354375,0.6026248164027717,0.29713768032540094
20,0.7285228885660652,0.5519080911576122,0.3050118837643149,0.7299400421061653,0.6023615463298081,0.2961393109392275,0.7091886697627904,0.5322348256819001,0.313550739196865,0.7285457360399975,0.552258528602753,0.31145638822254246,0.7175870927168443,0.6067429551767177,0.30358461927135544
21,0.7188502467017495,0.6019886855422913,0.30822761771465734,0.7301314509355729,0.5686870932231625,0.3013898913105549,0.710944172921017,0.5809017252349405,0.3174635881573562,0.7208113312270006,0.5498701582632858,0.31499119171046186,0.7167891075775136,0.6133833729621048,0.29869657855101966
22,0.7326280163821501,0.5848322389167813,0.30726888292553955,0.7292408019338682,0.5594557071214418,0.29811906351720513,0.6939393929164532,0.5556809193372466,0.3217068224817848,0.7247457654295175,0.5901820477353028,0.31450685897615066,0.7232106012894225,0.5802589683088347,0.28764957285091297
23,0.7296483527881878,0.5693911372799624,0.3079920253909067,0.7300789866161792,0.587868353510486,0.2933499607312343,0.7105323314645106,0.5598707907818796,0.3155869382368216,0.7253319667014962,0.5892548748359612,0.3126260281082439,0.7178111834762645,0.611621348656067,0.30120041344133197
24,0.7242242272898654,0.5835410584573635,0.30772610268924777,0.7284809312381539,0.6245163149202729,0.2954580580840829,0.7155399140012236,0.5546038070381452,0.313106880575913,0.7264870453661701,0.585991812577184,0.310251094782141,0.7187923216346498,0.5709244582486338,0.30449191675267107
25,0.7238961268633615,0.6036112507131369,0.2963028580002489,0.7296723864564694,0.5863771853038243,0.2964690350981325,0.7021673120135912,0.5836959742585371,0.3158410632762522,0.7220482697660114,0.5506062384348063,0.3110987551563425,0.7216153342560907,0.5380805699136407,0.29614457515750525
26,0.7181066382293495,0.5838464224398692,0.30497551268004514,0.7256982531754976,0.6195328821156365,0.29518338666722055,0.7031537861536128,0.5428678819917188,0.3154604895606996,0.7195269250738296,0.5823852054180967,0.31191168270733394,0.7144259833763863,0.5954280548970803,0.3021293632455799
27,0.7177691689830674,0.5554049055743477,0.2928453991334799,0.7362261309058115,0.5949865230463769,0.2836848508091158,0.7062393873063096,0.5109387236188395,0.31723801237578436,0.7192113496997812,0.5361985120714682,0.31170246279923175,0.7138372626993376,0.5813651068308774,0.30179132611367715
28,0.7057463983789216,0.5955427973887064,0.2970867266824233,0.7236930364066008,0.6125166171274473,0.2913633984063359,0.68070055034791,0.524655450228336,0.31759825508328204,0.7071820478927052,0.5508421543286041,0.2830568382165106,0.7170617347498822,0.547444578164524,0.3013648041513688
29,0.704688689265852,0.5246623810098624,0.294151636373654,0.7230983989519544,0.5754858494439322,0.32809144989653455,0.6856232500682581,0.5051844961261677,0.32043855027189266,0.716160638829761,0.55226039853433,0.30225154712911884,0.7202513012376587,0.5776485651353138,0.3059823537209747
30,0.7224413579016702,0.5655856867007998,0.29854579821915156,0.7219972616346008,0.5823312894652108,0.28950311786780747,0.6795178169327465,0.48828013169895174,0.3161481502612832,0.7197892099522748,0.5821051003091997,0.3022842912634292,0.7000533832284874,0.5224898627368993,0.30407665632694103
31,0.7173030438574506,0.6139318416695649,0.29789960774913976,0.7206844552267812,0.550854453413284,0.28401039716752485,0.6796908546088747,0.48172408646664566,0.31075235889101693,0.7080752317729755,0.5696474702668746,0.3011548047378267,0.7015860169553756,0.5633522221530913,0.29923068924023516
32,0.718778967299724,0.5301806127710693,0.2909236960142689,0.7327751472049243,0.6075002129098722,0.29532419746754895,0.6767767795790605,0.5176553313940224,0.312755107199506,0.7094242162948385,0.515414841290292,0.2970892535692795,0.692767515911774,0.5399899119087005,0.28819452375099414
33,0.7054155624761491,0.5217800592422094,0.2952091432362277,0.7176798137525772,0.5563436186807118,0.2916410399972917,0.7014793462723372,0.4737187410063162,0.312379133065452,0.7083630886453026,0.5597947102407955,0.27338250747075227,0.6967897811673064,0.5560069697535359,0.2923957655923055
34,0.7064613760127569,0.5255336771648897,0.29514144623925226,0.725050713332622,0.541112336058512,0.2973496872046062,0.6982968658409502,0.5809719262596225,0.30199231455147735,0.7169682401719794,0.6021937909652014,0.3060802662169597,0.7010250726663673,0.5196683689332848,0.2952496927752692
35,0.6955771506692482,0.5058298220687418,0.29513902846980705,0.7195792833720459,0.5515825077871437,0.29533086497610156,0.6661173758122989,0.49226854314611296,0.31471185520666745,0.7193545631282648,0.6087170720476335,0.312142753496235,0.7064281369225222,0.5455419597573874,0.30382133224601304
36,0.6953985241073681,0.5255267599255763,0.3024859095815881,0.7164040057982219,0.6109147905683033,0.2976957157276962,0.6685476762580348,0.4680125090840857,0.31016107376037555,0.7116849723622923,0.525335282543212,0.31056374196880265,0.7029596106800391,0.5487107698923642,0.28935902725011786
37,0.693207385583337,0.49891375536808863,0.2929220184531128,0.7126520171732932,0.5828656890101469,0.30728132278443043,0.6736678924859231,0.49440491077621573,0.30907409678835507,0.7188451490388482,0.5381403731167097,0.3023980192573303,0.7110877877485978,0.5589442427282564,0.2959942173757093
38,0.706985576397843,0.5218641850173078,0.29915883659417475,0.7131346200974835,0.5902466724014732,0.2965615421293193,0.669682880626693,0.5448222940759474,0.29939239667687134,0.7046679726033377,0.5613500047994844,0.3009877367669257,0.6988983806877932,0.550306774551525,0.29704958200391723
